permno,mergent_id,PERMCO,GVKEY,companyid,Company Name,Ticker Symbol,CUSIP,Primary Link Marker,Security-level Identifier,Link Type Codd,Historical CRSP PERMCO Link to COMPUSTAT Record,First Effective Date of Link,Last Effective Date of Link
60580,8295,4516,010618,30955,TORO CO,TTC,891092108,P,01,LU,4516,1972-12-14T00:00:00Z,NA
60599,1578,20421,002884,6353,LUMEN TECHNOLOGIES INC,LUMN,550241103,P,01,LC,20421,1972-12-14T00:00:00Z,NA
60628,95544,1685,004598,11664,FEDEX CORP,FDX,31428X106,P,01,LU,1685,1978-04-12T00:00:00Z,NA
60687,10917,21372,008431,1822,AMERICAN FINANCIAL GROUP INC,AFG,025932104,P,01,LC,21372,1979-01-31T00:00:00Z,NA
60687,10917,21372,008431,1822,AMERICAN FINANCIAL GROUP INC,AFG,025932104,C,00X,LC,21372,1979-01-01T00:00:00Z,1979-01-30T00:00:00Z
60871,484,282,001632,2145,ANALOG DEVICES INC,ADI,032654105,P,01,LC,282,1972-12-14T00:00:00Z,NA
60898,1089,614,002342,4901,BOWL AMERICA INC  -CL A,BWL.A,102565108,P,01,LU,614,1973-01-31T00:00:00Z,2021-08-31T00:00:00Z
60943,4915,2636,006649,18648,LEGGETT & PLATT INC,LEG,524660107,P,01,LU,2636,1972-12-14T00:00:00Z,NA
60986,6021,3178,007875,22048,NEWELL BRANDS INC,NWL,651229106,P,01,LC,3178,1972-12-14T00:00:00Z,NA
61146,27231,5708,008334,23761,PAR TECHNOLOGY CORP,PAR,698884103,P,01,LU,5708,1982-12-03T00:00:00Z,NA
61188,7758,4342,009890,28702,SOUTHWEST GAS HOLDINGS INC,SWX,844895102,P,01,LU,4342,1972-12-14T00:00:00Z,NA
61209,8361,21776,010692,952336,BREEZE-EASTERN CORP,BZC,106764103,P,01,LU,21776,1973-01-31T00:00:00Z,2015-12-31T00:00:00Z
61241,105,211,001161,881,ADVANCED MICRO DEVICES,AMD,007903107,P,01,LU,211,1972-12-14T00:00:00Z,NA
61269,6447,3588,008350,23824,PARK OHIO HOLDINGS CORP,PKOH,700666100,C,01,LU,3588,1972-12-14T00:00:00Z,NA
61313,2544,1344,004036,9503,DONALDSON CO INC,DCI,257651109,P,01,LU,1344,1972-12-14T00:00:00Z,NA
61399,5067,2709,006829,19193,LOWE'S COS INC,LOW,548661107,P,01,LU,2709,1972-12-14T00:00:00Z,NA
61487,72,59,001121,751,ADAMS RESOURCES & ENERGY INC,AE,006351308,P,01,LU,59,1975-02-07T00:00:00Z,NA
61496,6475,3466,008386,23912,PATRICK INDUSTRIES INC,PATK,703343103,C,00X,LU,3466,1974-04-01T00:00:00Z,1978-01-30T00:00:00Z
61496,6475,3466,008386,23912,PATRICK INDUSTRIES INC,PATK,703343103,P,01,LU,3466,1978-01-31T00:00:00Z,NA
61516,1005,655,002220,4311,BIO-RAD LABORATORIES INC,BIO,090572207,P,01,LC,655,1982-01-29T00:00:00Z,NA
61567,4087,2130,005608,14728,HEXCEL CORP,HXL,428291108,P,01,LU,2130,1972-12-14T00:00:00Z,NA
61621,36808,6333,008402,23945,PAYCHEX INC,PAYX,704326107,P,01,LU,6333,1983-08-26T00:00:00Z,NA
61700,8797,4797,011161,32621,VICON INDUSTRIES INC,VCON,925811200,P,01,LC,4797,1976-06-25T00:00:00Z,2018-07-11T00:00:00Z
61735,11728,20203,003221,2297,AON PLC,AON,G0403H108,P,01,LC,20203,1980-06-02T00:00:00Z,NA
61735,11728,23306,003221,2297,AON PLC,AON,G0403H108,P,01,LC,20203,1980-06-02T00:00:00Z,NA
61743,9917,1285,003863,8991,DELUXE CORP,DLX,248019101,P,01,LU,1285,1972-12-14T00:00:00Z,NA
61807,5683,21219,007549,21072,MOOG INC  -CL A,MOG.A,615394202,P,01,LU,21219,1980-06-12T00:00:00Z,NA
61815,6052,3219,007912,22312,NOBLE ENERGY INC,NBL,655044105,P,01,LC,3219,1972-12-14T00:00:00Z,2020-10-30T00:00:00Z
61946,1022,511,002259,4560,BLACK HILLS CORP,BKH,092113109,P,01,LC,511,1972-12-14T00:00:00Z,NA
62033,6975,3781,008958,25801,RAVEN INDUSTRIES INC,RAVN,754212108,P,01,LU,3781,1972-12-14T00:00:00Z,2021-11-30T00:00:00Z
62092,8216,4557,010530,30616,THERMO FISHER SCIENTIFIC INC,TMO,883556102,P,01,LC,4557,1972-12-14T00:00:00Z,NA
62148,12100,20370,002574,8383,CSX CORP,CSX,126408103,P,01,LC,20370,1980-11-13T00:00:00Z,NA
62148,12100,23143,002574,8383,CSX CORP,CSX,126408103,P,01,LC,20370,1980-11-13T00:00:00Z,NA
62156,12175,20378,020791,5749,BLACKSTONE MORTGAGE TR INC,BXMT,09257W100,P,01,LC,20378,1990-03-30T00:00:00Z,NA
62228,11807,1686,004900,12515,FREQUENCY ELECTRONICS INC,FEIM,358010106,P,01,LC,1686,1980-06-30T00:00:00Z,NA
62308,12146,21764,010614,30937,GLOBE LIFE INC,GL,37959E102,P,01,LC,21764,1972-12-14T00:00:00Z,NA
62341,6603,3526,008512,24266,PDC ENERGY INC,PDCE,69327R101,P,01,LU,3526,1978-01-31T00:00:00Z,2023-08-31T00:00:00Z
62367,6762,3641,005149,13213,GETTY REALTY CORP,GTY,374297109,P,01,LU,3641,1973-01-31T00:00:00Z,NA
62368,6604,3548,008515,895413,PHI GRP INC,PHIG,69360B104,J,02,LC,3548,1982-01-29T00:00:00Z,2019-03-25T00:00:00Z
62498,8979,4998,011376,33314,WEST PHARMACEUTICAL SVSC INC,WST,955306105,P,01,LU,4998,1972-12-14T00:00:00Z,NA
63079,12060,5036,011644,17854,KEY ENERGY SERVICES INC,KEGX,49309J202,C,03,LC,5036,2016-12-16T00:00:00Z,2019-11-27T00:00:00Z
63079,12060,5036,011644,17854,KEY ENERGY SERVICES INC,KEGX,49309J202,P,01,LC,5036,1980-10-16T00:00:00Z,2016-07-27T00:00:00Z
63125,6676,3580,008599,491487,AGILYSYS INC,AGYS,00847J105,P,01,LU,3580,1972-12-14T00:00:00Z,NA
63132,2599,1418,004091,9716,DUCOMMUN INC,DCO,264147109,P,01,LU,1418,1972-12-14T00:00:00Z,NA
63159,12730,1588,004156,29627,SUPREME INDUSTRIES INC,STS,868607102,P,01,LU,1588,1981-05-29T00:00:00Z,2017-09-29T00:00:00Z
63335,13296,4202,009835,24502,PIONEER ENERGY SERVICES CORP,PESXQ,723664108,C,01,LC,4202,1981-02-04T00:00:00Z,2019-08-13T00:00:00Z
63467,6718,3624,015417,5204,BROWN & BROWN INC,BRO,115236101,P,01,LU,3624,1984-01-31T00:00:00Z,NA
63467,6718,3624,015417,5204,BROWN & BROWN INC,BRO,115236101,C,00X,LU,3624,1984-01-01T00:00:00Z,1984-01-30T00:00:00Z
63714,12924,3379,008133,23111,OMNICARE INC,OCR,681904108,P,01,LC,3379,1981-07-16T00:00:00Z,2015-08-17T00:00:00Z
63715,11579,3642,008699,24848,POWELL INDUSTRIES INC,POWL,739128106,P,01,LU,3642,1977-01-31T00:00:00Z,NA
63715,11579,3642,008699,24848,POWELL INDUSTRIES INC,POWL,739128106,C,00X,LU,3642,1976-11-01T00:00:00Z,1977-01-30T00:00:00Z
63765,569,4338,009904,29260,SOUTHWESTERN ENERGY CO,SWN,845467109,P,01,LU,4338,1973-01-31T00:00:00Z,NA
63765,569,4338,009904,29260,SOUTHWESTERN ENERGY CO,SWN,845467109,C,00X,LU,4338,1973-01-01T00:00:00Z,1973-01-30T00:00:00Z
63773,8147,5230,010411,30302,TELEPHONE & DATA SYSTEMS INC,TDS,879433829,P,01,LC,5230,1981-12-15T00:00:00Z,NA
63781,48237,4691,010877,31818,UNIT CORP,UNTC,909218406,P,01,LC,4691,1979-04-06T00:00:00Z,2020-05-22T00:00:00Z
63829,8966,4897,011361,33268,AG&E HOLDINGS INC,AGNUQ,00108M102,P,01,LC,4897,1972-12-14T00:00:00Z,2016-12-08T00:00:00Z
63829,8966,4897,011361,2657390,AG&E HOLDINGS INC,AGNUQ,00108M102,P,01,LC,4897,1972-12-14T00:00:00Z,2016-12-08T00:00:00Z
63830,6772,3499,008717,24926,PRECISION CASTPARTS CORP,PCP,740189105,P,01,LC,3499,1973-01-31T00:00:00Z,2016-01-29T00:00:00Z
64020,1297,2728,006831,19244,LUBYS INC,LUB,549282101,P,01,LU,2728,1973-03-30T00:00:00Z,2022-05-31T00:00:00Z
64186,16714,857,002547,6837,CIGNA GROUP (THE),CI,125523100,P,01,LC,20357,1982-04-20T00:00:00Z,NA
64186,16714,20357,002547,6837,CIGNA GROUP (THE),CI,125523100,P,01,LC,20357,1982-04-20T00:00:00Z,NA
64194,1635,20435,002960,6573,CHEMED CORP,CHE,16359R103,P,01,LU,20435,1972-12-14T00:00:00Z,NA
64282,4980,2664,006733,18892,BATH & BODY WORKS INC,BBWI,070830104,C,01,LC,2664,1973-02-09T00:00:00Z,NA
64311,17583,21294,007923,22412,NORFOLK SOUTHERN CORP,NSC,655844108,P,01,LC,21294,1982-06-25T00:00:00Z,NA
64311,17583,22446,007923,22412,NORFOLK SOUTHERN CORP,NSC,655844108,P,01,LC,21294,1982-06-25T00:00:00Z,NA
64390,6825,3682,013341,25199,PROGRESSIVE CORP-OHIO,PGR,743315103,P,01,LU,3682,1979-01-31T00:00:00Z,NA
64390,6825,3682,013341,25199,PROGRESSIVE CORP-OHIO,PGR,743315103,C,00X,LU,3682,1979-01-01T00:00:00Z,1979-01-30T00:00:00Z
64450,5988,3200,007849,21989,NEW JERSEY RESOURCES CORP,NJR,646025106,P,01,LU,3200,1972-12-14T00:00:00Z,NA
64557,1537,5140,002859,7053,CLECO CORP,CNL.1,12561W105,C,01,LC,5140,1981-11-02T00:00:00Z,2016-04-13T00:00:00Z
64557,1537,5140,002859,2442684,CLECO CORP,CNL.1,12561W105,C,01,LC,5140,1981-11-02T00:00:00Z,2016-04-13T00:00:00Z
64629,13238,21175,007152,19941,MCDERMOTT INTL INC,MDRIQ,580037703,P,01,LC,21175,1983-03-16T00:00:00Z,2020-06-30T00:00:00Z
64629,13238,23414,007152,19941,MCDERMOTT INTL INC,MDRIQ,580037703,P,01,LC,21175,1983-03-16T00:00:00Z,2020-06-30T00:00:00Z
64653,12114,4289,010096,25380,PUBLIC STORAGE,PSA,74460D109,P,01,LC,4289,1981-01-30T00:00:00Z,NA
64653,12114,4289,010096,25380,PUBLIC STORAGE,PSA,74460D109,C,00X,LC,4289,1981-01-01T00:00:00Z,1981-01-29T00:00:00Z
64742,10924,3500,008826,25422,PURE CYCLE CORP,PCYO,746228303,C,01,LU,3500,1979-01-31T00:00:00Z,NA
64785,13419,5130,008832,577415,ARGAN INC,AGX,04010E109,C,01,LC,5130,1981-09-25T00:00:00Z,NA
64929,6887,3741,008850,25523,QUAKER HOUGHTON,KWR,747316107,P,01,LU,3741,1972-12-14T00:00:00Z,NA
64936,99014,20592,004029,9491,DOMINION ENERGY INC,D,25746U109,P,01,LC,20592,1983-06-02T00:00:00Z,NA
64961,27233,5703,008858,25539,NEXTGEN HEALTHCARE INC,NXGN,65343C102,P,01,LC,5703,1982-12-01T00:00:00Z,2023-11-30T00:00:00Z
64995,7652,2535,009783,17862,KEYCORP,KEY,493267108,C,01,LC,2535,1994-03-02T00:00:00Z,NA
64995,7652,4183,009783,17862,KEYCORP,KEY,493267108,C,01,LC,2535,1994-03-02T00:00:00Z,NA
65008,36972,6244,008864,2123,AMTECH SYSTEMS INC,ASYS,032332504,P,01,LU,6244,1983-08-02T00:00:00Z,NA
65154,86686,20310,002271,4631,BLOUNT INTL INC,BLT,095180105,C,01,LC,20310,1983-07-18T00:00:00Z,2016-04-29T00:00:00Z
65154,86686,20310,002271,2441969,BLOUNT INTL INC,BLT,095180105,C,01,LC,20310,1983-07-18T00:00:00Z,2016-04-29T00:00:00Z
65270,22361,5660,008892,25828,RCM TECHNOLOGIES INC,RCMT,749360400,P,01,LU,5660,1982-10-26T00:00:00Z,NA
65294,6921,3860,013342,26342,RLI CORP,RLI,749607107,P,01,LU,3860,1977-01-31T00:00:00Z,NA
65294,6921,3860,013342,26342,RLI CORP,RLI,749607107,C,00X,LU,3860,1977-01-01T00:00:00Z,1977-01-30T00:00:00Z
65306,35738,6051,010840,31727,UNIFIRST CORP,UNF,904708104,P,01,LU,6051,1983-06-07T00:00:00Z,NA
65307,6923,3911,008902,26668,RPM INTERNATIONAL INC,RPM,749685103,P,01,LU,3911,1972-12-14T00:00:00Z,NA
65330,36533,21092,006653,18646,LEGG MASON INC,LM,524901105,P,01,LU,21092,1983-08-01T00:00:00Z,2020-07-31T00:00:00Z
65365,5764,3102,007636,21423,MYERS INDUSTRIES INC,MYE,628464109,P,01,LU,3102,1972-12-14T00:00:00Z,NA
65402,7638,21625,009771,28304,SMITH (A.O.),AOS,831865209,P,02,LC,21625,1989-01-01T00:00:00Z,NA
65402,7638,21625,009771,28304,SMITH (A.O.),AOS,831865209,N,02,LC,21625,1983-09-30T00:00:00Z,1988-12-31T00:00:00Z
65541,30823,5780,003504,7836,COOPER COS INC (THE),COO,216648501,P,01,LC,5780,1983-01-21T00:00:00Z,NA
65665,6957,3771,019605,25745,RAND CAPITAL CORP,RAND,752185207,P,01,LU,3771,1982-01-29T00:00:00Z,NA
65665,6957,3771,019605,25745,RAND CAPITAL CORP,RAND,752185207,C,00X,LU,3771,1982-01-01T00:00:00Z,1982-01-28T00:00:00Z
65752,12087,4402,010353,30087,TEAM INC,TISI,878155308,P,01,LU,4402,1980-10-07T00:00:00Z,NA
65875,36979,20288,002136,32507,VERIZON COMMUNICATIONS INC,VZ,92343V104,P,01,LC,20288,1983-11-30T00:00:00Z,NA
65947,4030,2105,005543,14484,WELLTOWER INC,WELL,95040Q104,P,01,LC,2105,1978-02-17T00:00:00Z,NA
66050,38063,21538,009289,26718,KID BRANDS INC,KIDBQ,49375T100,C,01,LC,21538,1984-03-29T00:00:00Z,NA
66093,37426,21645,009899,27163,AT&T INC,T,00206R102,P,01,LC,21645,1984-02-16T00:00:00Z,NA
66157,3089,1645,004723,31946,US BANCORP,USB,902973304,P,01,LC,1645,2001-02-27T00:00:00Z,NA
66157,3089,1788,004723,31946,US BANCORP,USB,902973304,P,01,LC,1645,2001-02-27T00:00:00Z,NA
66181,13391,5085,005680,14982,HOME DEPOT INC,HD,437076102,P,01,LC,5085,1981-09-22T00:00:00Z,NA
66325,7965,6412,020430,28243,SLM CORP,SLM,78442P106,P,01,LC,6412,2014-05-30T00:00:00Z,NA
66325,7965,6412,010121,2065334,NAVIENT CORP,NAVI,63938C108,P,04,LC,6412,1992-07-24T00:00:00Z,2014-04-30T00:00:00Z
66325,7965,6412,010121,2065334,NAVIENT CORP,NAVI,63938C108,J,01,LC,6412,1992-07-01T00:00:00Z,1992-07-23T00:00:00Z
66325,7965,6412,010121,2065334,NAVIENT CORP,NAVI,63938C108,P,01,LC,6412,1983-10-31T00:00:00Z,1992-06-30T00:00:00Z
66325,7965,6412,010121,2065334,NAVIENT CORP,NAVI,63938C108,J,02,LC,6412,1983-10-01T00:00:00Z,1983-10-30T00:00:00Z
66325,7965,6412,010121,2065334,NAVIENT CORP,NAVI,63938C108,P,02,LC,6412,1983-09-23T00:00:00Z,1983-09-30T00:00:00Z
66325,7965,54824,010121,2065334,NAVIENT CORP,NAVI,63938C108,P,04,LC,6412,1992-07-24T00:00:00Z,2014-04-30T00:00:00Z
66325,7965,54824,010121,2065334,NAVIENT CORP,NAVI,63938C108,J,01,LC,6412,1992-07-01T00:00:00Z,1992-07-23T00:00:00Z
66325,7965,54824,010121,2065334,NAVIENT CORP,NAVI,63938C108,P,01,LC,6412,1983-10-31T00:00:00Z,1992-06-30T00:00:00Z
66325,7965,54824,010121,2065334,NAVIENT CORP,NAVI,63938C108,J,02,LC,6412,1983-10-01T00:00:00Z,1983-10-30T00:00:00Z
66325,7965,54824,010121,2065334,NAVIENT CORP,NAVI,63938C108,P,02,LC,6412,1983-09-23T00:00:00Z,1983-09-30T00:00:00Z
66376,8922,21893,011313,33143,WATSCO INC,WSO,942622200,P,02,LU,21893,1993-09-01T00:00:00Z,NA
66376,8922,21893,011313,33143,WATSCO INC,WSO,942622200,N,02,LU,21893,1984-06-18T00:00:00Z,1993-08-31T00:00:00Z
66384,9004,4879,011399,33382,WESTERN DIGITAL CORP,WDC,958102105,P,01,LC,4879,1978-11-30T00:00:00Z,NA
66384,9004,4879,011399,33382,WESTERN DIGITAL CORP,WDC,958102105,C,00X,LC,4879,1977-07-01T00:00:00Z,1978-11-29T00:00:00Z
66683,39804,21482,008901,26667,RPC INC,RES,749660106,P,01,LU,21482,1984-07-02T00:00:00Z,NA
66800,372,137,001487,1856,AMERICAN INTERNATIONAL GROUP,AIG,026874784,P,01,LC,137,1972-12-14T00:00:00Z,NA
66852,37057,6533,009125,26243,RICHARDSON ELECTRONICS LTD,RELL,763165107,P,01,LU,6533,1983-10-28T00:00:00Z,NA
67029,11007,3333,008087,17126,ITERIS INC,ITI,46564T107,P,02,LC,3333,2004-12-09T00:00:00Z,NA
67029,11007,3333,008087,17126,ITERIS INC,ITI,46564T107,P,02,LC,3333,1991-10-01T00:00:00Z,2003-07-23T00:00:00Z
67029,11007,3333,008087,17126,ITERIS INC,ITI,46564T107,J,02,LC,3333,1984-11-07T00:00:00Z,1991-09-30T00:00:00Z
67360,41159,21835,010999,31833,UNITIL CORP,UTL,913259107,P,01,LU,21835,1985-03-07T00:00:00Z,NA
67467,37946,20505,012123,4262,BIG LOTS INC,BIGGQ,089302103,P,01,LU,20505,1985-06-20T00:00:00Z,NA
67598,42573,20891,013125,14483,HEALTHPEAK PROPERTIES INC,DOC,42250P103,P,01,LC,20891,1986-01-31T00:00:00Z,NA
67598,42573,20891,013125,14483,HEALTHPEAK PROPERTIES INC,DOC,42250P103,C,00X,LC,20891,1986-01-01T00:00:00Z,1986-01-30T00:00:00Z
67838,1780,20362,002556,8379,CSS INDUSTRIES INC,CSS,125906107,P,01,LU,20362,1985-09-30T00:00:00Z,2020-03-31T00:00:00Z
67847,13106,3914,009273,26634,ROYAL GOLD INC,RGLD,780287108,P,01,LC,3914,1982-01-29T00:00:00Z,NA
68021,44046,21114,013142,5771,CAPSTEAD MORTGAGE CORP,CMO,14067E506,P,01,LU,21114,1986-01-31T00:00:00Z,2021-10-29T00:00:00Z
68021,44046,21114,013142,5771,CAPSTEAD MORTGAGE CORP,CMO,14067E506,C,00X,LU,21114,1986-01-01T00:00:00Z,1986-01-30T00:00:00Z
68144,41158,4165,010187,29586,SUNTRUST BANKS INC,STI.1,867914103,P,01,LC,21691,1985-07-01T00:00:00Z,2019-12-31T00:00:00Z
68144,41158,21691,010187,29586,SUNTRUST BANKS INC,STI.1,867914103,P,01,LC,21691,1985-07-01T00:00:00Z,2019-12-31T00:00:00Z
68187,55090,21899,011340,33240,WEINGARTEN REALTY INVST,WRI,948741103,P,01,LU,21899,1985-08-16T00:00:00Z,2021-08-31T00:00:00Z
68196,13500,4040,009317,27515,SEI INVESTMENTS CO,SEIC,784117103,P,01,LU,4040,1981-03-25T00:00:00Z,NA
68276,105652,4217,009330,28863,PROVECTUS BIOPHARMACEUTICALS,PVCT,74373P108,C,01,LC,4217,2014-05-16T00:00:00Z,2016-10-13T00:00:00Z
68276,105652,4217,009330,28863,PROVECTUS BIOPHARMACEUTICALS,PVCT,74373P108,C,01,LC,4217,1980-10-13T00:00:00Z,1982-11-07T00:00:00Z
68276,105652,4217,009330,2068654,PROVECTUS BIOPHARMACEUTICALS,PVCT,74373P108,C,01,LC,4217,2014-05-16T00:00:00Z,2016-10-13T00:00:00Z
68276,105652,4217,009330,2068654,PROVECTUS BIOPHARMACEUTICALS,PVCT,74373P108,C,01,LC,4217,1980-10-13T00:00:00Z,1982-11-07T00:00:00Z
68292,9813,4234,017115,27549,SELECTIVE INS GROUP INC,SIGI,816300107,C,01,LU,4234,1987-01-30T00:00:00Z,NA
68292,9813,4234,017115,27549,SELECTIVE INS GROUP INC,SIGI,816300107,C,00X,LU,4234,1987-01-01T00:00:00Z,1987-01-29T00:00:00Z
68320,1701,902,003031,6785,CHYRONHEGO CORP,CHYR,171607104,P,01,LC,902,1979-01-31T00:00:00Z,2001-05-28T00:00:00Z
68320,1701,902,003031,6785,CHYRONHEGO CORP,CHYR,171607104,P,01,LC,902,2007-10-03T00:00:00Z,2015-03-31T00:00:00Z
68320,1701,902,003031,2225139,CHYRONHEGO CORP,CHYR,171607104,P,01,LC,902,1979-01-31T00:00:00Z,2001-05-28T00:00:00Z
68320,1701,902,003031,2225139,CHYRONHEGO CORP,CHYR,171607104,P,01,LC,902,2007-10-03T00:00:00Z,2015-03-31T00:00:00Z
68419,44988,20707,011729,33445,WHITE MTNS INS GROUP LTD,WTM,G9618E107,P,01,LC,20707,1985-10-23T00:00:00Z,NA
68718,23493,6675,010598,30841,TOFUTTI BRANDS INC,TOFB,88906B105,P,01,LC,6675,1984-01-31T00:00:00Z,2016-10-21T00:00:00Z
68830,39321,7135,001864,26170,REX AMERICAN RESOURCES CORP,REX,761624105,P,01,LU,7135,1984-07-17T00:00:00Z,NA
68857,94444,20373,012485,5460,ALTICE USA INC,ATUS,02156K103,P,01,LC,20373,1986-01-17T00:00:00Z,2016-06-21T00:00:00Z
68857,94444,55965,012485,2671876,ALTICE USA INC,ATUS,02156K103,P,01,LC,20373,1986-01-17T00:00:00Z,2016-06-21T00:00:00Z
69032,76006,21224,012124,21105,MORGAN STANLEY,MS,617446448,P,01,LC,21224,1986-03-21T00:00:00Z,NA
69550,5735,3104,007637,3299324,VIATRIS INC,VTRS,92556V106,P,01,LC,3104,1973-02-23T00:00:00Z,2020-11-16T00:00:00Z
69550,5735,57529,007637,3299324,VIATRIS INC,VTRS,92556V106,P,01,LC,3104,1973-02-23T00:00:00Z,2020-11-16T00:00:00Z
69586,37899,6827,017184,27403,SEACOAST BANKING CORP/FL,SBCF,811707801,P,01,LC,6827,1984-02-02T00:00:00Z,NA
69649,36579,6137,008898,25808,RAYMOND JAMES FINANCIAL INC,RJF,754730109,P,01,LU,6137,1983-07-01T00:00:00Z,NA
69796,1402,1015,002710,7753,CONSTELLATION BRANDS,STZ,21036P108,P,02,LC,1015,1993-09-01T00:00:00Z,NA
69796,1402,1015,002710,7753,CONSTELLATION BRANDS,STZ,21036P108,J,02,LC,1015,1986-07-14T00:00:00Z,1993-08-31T00:00:00Z
69892,2462,20580,015037,13520,GOLDCORP INC,GG,380956409,P,01,LC,20580,1994-04-29T00:00:00Z,2019-04-30T00:00:00Z
70033,35618,20881,012389,14337,HARLEY-DAVIDSON INC,HOG,412822108,P,01,LU,20881,1986-07-08T00:00:00Z,NA
70092,47489,21037,012689,17745,KB HOME,KBH,48666K109,P,01,LU,21037,1986-08-01T00:00:00Z,NA
70121,47824,21107,013562,5006,BRANDYWINE REALTY TRUST,BDN,105368203,P,01,LU,21107,1986-07-23T00:00:00Z,NA
70228,47405,8372,012395,30867,TOLL BROTHERS INC,TOL,889478103,P,01,LU,8372,1986-07-08T00:00:00Z,NA
70308,49601,20033,012950,1185,AIRGAS INC,ARG,009363102,P,01,LU,20033,1986-12-19T00:00:00Z,2016-05-20T00:00:00Z
70332,10638,20194,011923,2138,ANADARKO PETROLEUM CORP,APC,032511107,P,01,LU,20194,1986-10-02T00:00:00Z,2019-08-30T00:00:00Z
70420,49603,20346,013526,5272,BUCKEYE PARTNERS LP,BPL,118230101,P,01,LU,20346,1986-12-16T00:00:00Z,2019-10-31T00:00:00Z
70519,55182,20483,003243,6930,CITIGROUP INC,C,172967424,P,01,LC,20483,1986-10-29T00:00:00Z,NA
70578,2700,1467,004213,10036,ECOLAB INC,ECL,278865100,P,01,LU,1467,1972-12-14T00:00:00Z,NA
70703,49605,20894,013579,15148,EQUITY COMMONWEALTH,EQC,294628102,P,01,LC,20894,1986-12-17T00:00:00Z,NA
70704,11769,4246,009728,1670206,MCEWEN MINING INC,MUX,58039P305,P,02,LC,4246,2006-12-11T00:00:00Z,NA
70704,11769,4246,009728,1670206,MCEWEN MINING INC,MUX,58039P305,P,02,LC,4246,1980-05-07T00:00:00Z,1998-09-24T00:00:00Z
71175,48912,21798,012726,31897,UNUM GROUP,UNM,91529Y106,P,01,LU,21798,1986-12-31T00:00:00Z,NA
71175,48912,21798,012726,31898,UNUM GROUP,UNM,91529Y106,P,01,LU,21798,1986-12-31T00:00:00Z,NA
71176,7674,4196,009815,28581,SONOCO PRODUCTS CO,SON,835495102,P,01,LU,4196,1972-12-14T00:00:00Z,NA
71271,50556,20043,001274,1413,ALLEGHANY CORP,Y,017175100,P,01,LC,20043,1987-01-30T00:00:00Z,2022-10-31T00:00:00Z
71271,50556,22775,001274,1413,ALLEGHANY CORP,Y,017175100,P,01,LC,20043,1987-01-30T00:00:00Z,2022-10-31T00:00:00Z
71298,36538,20065,002055,3618,BARRICK GOLD CORP,GOLD,067901108,P,01,LU,20065,1985-02-01T00:00:00Z,NA
71475,7710,4350,009849,1938,AMERICAN STATES WATER CO,AWR,029899101,P,01,LU,4350,1975-01-31T00:00:00Z,NA
71475,7710,4350,009849,1938,AMERICAN STATES WATER CO,AWR,029899101,C,00X,LU,4350,1974-01-01T00:00:00Z,1975-01-30T00:00:00Z
71563,7722,4163,011856,3718,TRUIST FINANCIAL CORP,TFC,89832Q109,P,01,LC,4163,1982-01-29T00:00:00Z,NA
71563,7722,4163,011856,3718,TRUIST FINANCIAL CORP,TFC,89832Q109,C,00X,LC,4163,1982-01-01T00:00:00Z,1982-01-28T00:00:00Z
71942,35866,6054,009916,28729,SPAN-AMERICA MEDICAL SYS INC,SPAN,846396109,P,01,LU,6054,1983-06-08T00:00:00Z,2017-06-30T00:00:00Z
71985,39862,7064,009919,28773,THE SHYFT GROUP INC,SHYF,825698103,P,01,LC,7064,1984-06-19T00:00:00Z,NA
72611,48712,4262,008073,22905,OCEAN BIO-CHEM INC,OBCI,674631106,P,01,LU,4262,1981-03-27T00:00:00Z,2022-08-31T00:00:00Z
72696,49763,21659,010002,29052,CALATLANTIC GROUP INC,CAA,128195104,P,02,LC,21659,1987-01-30T00:00:00Z,2018-02-28T00:00:00Z
72696,49763,25081,010002,29052,CALATLANTIC GROUP INC,CAA,128195104,P,02,LC,21659,1987-01-30T00:00:00Z,2018-02-28T00:00:00Z
72726,7890,4260,010035,29131,STATE STREET CORP,STT,857477103,C,01,LU,4260,1972-12-14T00:00:00Z,NA
72864,49754,21839,013580,31866,UNIVERSAL HEALTH RLTY INCOME,UHT,91359E105,P,01,LU,21839,1987-01-20T00:00:00Z,NA
72980,7931,4120,010086,29233,STEWART INFORMATION SERVICES,STC,860372101,P,01,LU,4120,1972-12-14T00:00:00Z,NA
72996,36685,6185,011770,29263,STIFEL FINANCIAL CORP,SF,860630102,P,01,LC,6185,1983-07-19T00:00:00Z,NA
73139,11092,4298,010115,29405,STRYKER CORP,SYK,863667101,P,01,LU,4298,1979-05-02T00:00:00Z,NA
73219,7966,4295,010124,29416,STURM RUGER & CO INC,RGR,864159108,P,01,LU,4295,1972-12-14T00:00:00Z,NA
74406,8083,4538,010297,31238,TRC COS INC,TRR,872625108,P,01,LU,4538,1979-01-31T00:00:00Z,2017-06-30T00:00:00Z
74500,10482,4456,010305,31438,TSR INC,TSRI,872885207,P,01,LC,4456,1978-04-26T00:00:00Z,NA
74740,12106,4381,010349,30032,TAYLOR DEVICES INC,TAYD,877163105,P,01,LU,4381,1980-11-20T00:00:00Z,NA
74932,8125,4409,010386,30185,TECUMSEH PRODUCTS CO,TECU,878895309,P,02,LC,4409,2014-05-02T00:00:00Z,2015-09-30T00:00:00Z
